Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
8213,Risen 2: Dark Waters,Role-Playing,M,PS3,Deep Silver,Piranha Bytes,5.5,0.23,0.04,0.14,0.01,0.03,2012.0
8260,Code Name: S.T.E.A.M.,Strategy,T,3DS,Nintendo,Intelligent Systems,8.0,0.22,0.14,0.05,0.02,0.02,2015.0
8265,Breath of Fire,Role-Playing,E,GBA,Capcom,Capcom,7.8,0.22,0.11,0.04,0.06,0.0,2001.0
8268,Attack on Titan 2,Action,M,PS4,Koei Tecmo,Omega Force,7.8,0.22,0.09,0.04,0.06,0.03,2018.0
8285,Galactic Wrestling: Featuring Ultimate Muscle,Fighting,T,PS2,Bandai,Aki Corporation,7.3,0.22,0.03,0.02,0.17,0.01,2004.0
8293,Life Is Strange: Before the Storm,Adventure,M,PS4,Square Enix,Deck Nine,7.5,0.22,0.11,0.06,0.02,0.03,2018.0
8300,Resident Evil: Revelations,Shooter,M,WiiU,Capcom,Capcom,7.5,0.22,0.09,0.08,0.03,0.02,2013.0
8308,Dragon Quest Builders: Revive Alefgard,Role-Playing,E10,NS,Square Enix,Square Enix,8.0,0.22,0.07,0.07,0.07,0.01,2018.0
8351,Kartia: The Word of Fate,Strategy,E,PS,Atlus,Atlus Co.,7.9,0.22,0.05,0.03,0.12,0.01,1998.0
8384,Tropico 3,Strategy,T,X360,Kalypso,Haemimont Games,7.7,0.22,0.15,0.02,0.03,0.01,2010.0
8410,Hunted: The Demon's Forge,Role-Playing,M,X360,Bethesda Softworks,InXile Entertainment,6.0,0.22,0.13,0.07,0.0,0.02,2011.0
8411,Afrika,Adventure,E10,PS3,Natsume,Rhino Studios,6.0,0.22,0.12,0.0,0.08,0.01,2009.0
8515,Fate/Extella: The Umbral Star,Action,T,NS,Xseed Games,Marvelous Entertainment,8.0,0.21,0.1,0.06,0.04,0.02,2017.0
8518,Radiant Historia: Perfect Chronology,Role-Playing,T,3DS,Atlus,Atlus,8.1,0.21,0.11,0.03,0.06,0.01,2018.0
8522,50 Cent: Blood on the Sand,Shooter,M,X360,THQ,Swordfish Studios,7.3,0.21,0.12,0.07,0.0,0.02,2009.0
8539,Ninja Gaiden: Dragon Sword,Action,T,DS,Tecmo,Team Ninja,8.0,0.21,0.16,0.01,0.02,0.02,2008.0
8545,Tekken 3D: Prime Edition,Fighting,T,3DS,Namco Bandai,Namco Bandai Games,6.5,0.21,0.06,0.08,0.05,0.01,2012.0
8586,Vampire Rain,Action,M,X360,AQ Interactive,Artoon,3.9,0.21,0.18,0.0,0.01,0.02,2007.0
8616,Final Fantasy Fables: Chocobo's Dungeon,Role-Playing,E10,Wii,Square Enix,High Horse Entertainment,7.4,0.21,0.09,0.0,0.11,0.01,2008.0
8617,Blue Dragon Plus,Role-Playing,E,DS,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,6.5,0.21,0.12,0.03,0.05,0.01,2009.0
8645,Dead to Rights: Retribution,Shooter,M,X360,Namco Bandai,Volatile Games,5.7,0.21,0.11,0.08,0.0,0.02,2010.0
8648,Tenchu: Shadow Assassins,Action,M,Wii,Ubisoft,Acquire,7.0,0.21,0.15,0.01,0.03,0.01,2009.0
8658,Final Fight One,Fighting,E,GBA,Capcom,Capcom,8.2,0.21,0.09,0.03,0.08,0.0,2001.0
8708,Kung Fu Rider,Action,E10,PS3,Sony Computer Entertainment,SCE Japan Studio,4.3,0.2,0.06,0.1,0.01,0.04,2010.0
8747,Dark Messiah of Might and Magic Elements,Role-Playing,M,X360,Ubisoft,Arkane Studios / Floodgate Entertainment / Kuju Entertainment,5.0,0.2,0.16,0.02,0.01,0.02,2008.0
8752,Infinite Space,Role-Playing,T,DS,Sega,PlatinumGames / Nude Maker,7.2,0.2,0.06,0.05,0.07,0.01,2010.0
8755,DanceMasters,Misc,E10,X360,Konami,GCP1,6.2,0.2,0.15,0.02,0.02,0.01,2010.0
8765,Dragon Ball: Revenge of King Piccolo,Action,E10,Wii,Namco Bandai,Bandai Namco Games,6.1,0.2,0.12,0.03,0.03,0.02,2009.0
8770,Ogre Battle Saga Episode Five: The March of the Black Queen,Role-Playing,E,PS,Atlus,Quest Corporation,7.6,0.2,0.06,0.04,0.09,0.01,1997.0
8788,Warriors Orochi,Action,T,PSP,KOEI,Omega Force / Koei Canada,6.4,0.2,0.02,0.0,0.18,0.0,2008.0
8790,Earth Defense Force: Insect Armageddon,Shooter,T,PS3,D3 Publisher,Vicious Cycle,6.6,0.2,0.06,0.04,0.08,0.02,2011.0
8842,Ridge Racer 6,Racing,E,X360,Namco,Namco,7.9,0.2,0.1,0.02,0.07,0.01,2005.0
8862,Dante's Inferno,Action,M,PSP,Electronic Arts,Visceral Games,6.6,0.2,0.12,0.04,0.01,0.02,2010.0
8875,Solatorobo: Red the Hunter,Role-Playing,E10,DS,Xseed Games,CyberConnect2,7.6,0.2,0.08,0.04,0.07,0.01,2011.0
8899,Armored Core 4,Simulation,T,PS3,Sega,From Software,6.6,0.2,0.09,0.0,0.09,0.01,2007.0
8903,No More Heroes: Heroes' Paradise,Action,M,PS3,Konami,FeelPlus,7.4,0.2,0.1,0.04,0.04,0.02,2011.0
8927,Mana Khemia 2: Fall of Alchemy,Role-Playing,T,PS2,NIS America,Gust,8.2,0.2,0.07,0.05,0.05,0.02,2009.0
8929,Dead or Alive Paradise,Misc,M,PSP,Tecmo,Team Ninja,4.5,0.2,0.08,0.02,0.07,0.02,2010.0
8945,Pac-Man & Galaga Dimensions,Action,E10,3DS,Namco Bandai,Namco Bandai Games,5.7,0.19,0.1,0.04,0.04,0.01,2011.0
8946,Valkyria Chronicles 4,Strategy,T,NS,Sega,Sega,8.6,0.19,0.12,0.04,0.02,0.02,2018.0
8978,Dynasty Warriors: Gundam 2,Action,T,X360,Namco Bandai,Omega Force,5.6,0.19,0.07,0.03,0.08,0.01,2009.0
9000,Space Invaders Extreme 2,Shooter,E,DS,Taito,Taito Corporation,8.1,0.19,0.17,0.01,0.0,0.01,2009.0
9025,Majin and the Forsaken Kingdom,Adventure,T,X360,Namco Bandai,Game Republic,7.0,0.19,0.14,0.03,0.0,0.01,2010.0
9061,Project X Zone 2,Role-Playing,T,3DS,Namco Bandai Games,Monolith Soft,6.6,0.19,0.06,0.04,0.09,0.01,2016.0
9066,Captain Toad: Treasure Tracker,Puzzle,E,3DS,Nintendo,Nintendo EPD,8.5,0.19,0.06,0.04,0.08,0.01,2018.0
9098,50 Cent: Blood on the Sand,Shooter,M,PS3,THQ,Swordfish Studios,7.2,0.19,0.1,0.06,0.01,0.03,2009.0
9123,Street Fighter 30th Anniversary Collection,Fighting,T,NS,Capcom,Capcom,8.5,0.19,0.12,0.04,0.01,0.02,2018.0
9127,Armored Core: For Answer,Simulation,T,PS3,Ubisoft,From Software,6.1,0.19,0.06,0.02,0.1,0.01,2008.0
9159,Dynasty Warriors Gundam,Action,T,X360,Namco Bandai,Omega Force,6.0,0.19,0.15,0.01,0.02,0.01,2007.0
9170,Tekken Tag Tournament 2,Fighting,T,WiiU,Namco Bandai Games,Bandai Namco Games,8.1,0.19,0.09,0.07,0.01,0.01,2012.0
9188,Earth Defense Force: Insect Armageddon,Shooter,T,X360,D3 Publisher,Vicious Cycle,6.7,0.19,0.1,0.04,0.03,0.01,2011.0
9193,Half-Minute Hero,Role-Playing,E10,PSP,Xseed Games,Opus Studio,8.5,0.19,0.08,0.02,0.07,0.02,2009.0
9203,Shadows of the Damned,Action,M,X360,Electronic Arts,Grasshopper Manufacture,7.6,0.19,0.1,0.06,0.01,0.02,2011.0
9236,Samurai Warriors: State of War,Action,T,PSP,KOEI,Omega Force,6.5,0.19,0.07,0.0,0.11,0.01,2006.0
9242,The Munchables,Action,E,Wii,Namco Bandai,Namco Bandai Games,8.0,0.18,0.17,0.0,0.0,0.01,2009.0
9272,Disgaea DS,Role-Playing,T,DS,NIS America,Nippon Ichi Software,8.0,0.18,0.11,0.01,0.05,0.01,2008.0
9280,Ar tonelico 2: Melody of Metafalica,Role-Playing,T,PS2,NIS America,Gust,7.2,0.18,0.04,0.03,0.11,0.01,2009.0
9321,Call of Juarez,Shooter,M,X360,Ubisoft,Techland,6.9,0.18,0.14,0.02,0.0,0.01,2007.0
9325,Resident Evil: Revelations,Action,M,PS4,Capcom,Capcom,7.2,0.18,0.06,0.06,0.04,0.02,2017.0
9366,Metal Gear Ac!d 2,Strategy,M,PSP,Konami,Kojima Productions,8.3,0.18,0.11,0.01,0.05,0.01,2006.0
9382,Trinity Universe,Role-Playing,T,PS3,NIS America,Nippon Ichi Software / Gust,6.2,0.18,0.07,0.06,0.03,0.02,2010.0
9433,Naruto Shippuden: Dragon Blade Chronicles,Action,E10,Wii,Atlus,8ing/Raizing,4.3,0.18,0.11,0.02,0.05,0.01,2010.0
9474,Dynasty Warriors: Gundam 3,Action,T,X360,Tecmo Koei,Omega Force,6.5,0.18,0.11,0.03,0.02,0.01,2011.0
9482,Velvet Assassin,Shooter,M,X360,SouthPeak Interactive,Replay Studios,5.3,0.18,0.14,0.02,0.01,0.01,2009.0
9583,Let's TAP,Misc,E,Wii,Sega,PROPE,7.0,0.17,0.08,0.06,0.01,0.02,2009.0
9679,The Cursed Crusade,Action,M,PS3,Atlus,Kylotonn Entertainment,4.0,0.17,0.07,0.07,0.01,0.02,2011.0
9732,Clock Tower II: The Struggle Within,Adventure,M,PS,Agetec,Human Entertainment,4.4,0.17,0.02,0.01,0.12,0.01,1999.0
9749,Bomberman Land,Misc,E,Wii,Hudson Soft,Hudson Soft,6.0,0.17,0.11,0.02,0.03,0.01,2008.0
9761,Lost Kingdoms,Role-Playing,T,GC,Activision,From Software,7.3,0.17,0.1,0.02,0.04,0.0,2002.0
9789,Zoo Keeper,Puzzle,E,DS,Ignition Entertainment,"Buddiez, Inc.",7.2,0.17,0.1,0.01,0.05,0.01,2005.0
9804,Cubivore: Survival of the Fittest,Adventure,E,GC,Atlus,Saru Brunei / Intelligent Systems,7.1,0.17,0.01,0.0,0.15,0.0,2002.0
9825,Castlevania Judgment,Fighting,T,Wii,Konami,Konami / Eighting,4.6,0.16,0.12,0.02,0.01,0.01,2008.0
9840,Clash of the Titans: The Videogame,Action,T,X360,Namco Bandai,Game Republic,3.8,0.16,0.08,0.06,0.0,0.02,2010.0
9865,Guilty Gear Judgment,Fighting,T,PSP,Majesco,Arc System Works,7.5,0.16,0.13,0.0,0.02,0.01,2006.0
9882,El Shaddai: Ascension of the Metatron,Action,T,X360,Ignition Entertainment,Ignition Entertainment,8.0,0.16,0.07,0.05,0.03,0.01,2011.0
9890,Marble Saga: Kororinpa,Puzzle,E,Wii,Konami,Hudson Soft,7.4,0.16,0.09,0.05,0.0,0.01,2009.0
9942,The King of Fighters XII,Fighting,T,PS3,Ignition Entertainment,SNK Playmore Corporation,6.0,0.16,0.11,0.01,0.03,0.01,2009.0
9963,Klonoa,Platform,E10,Wii,Namco Bandai,Paon Corporation,7.6,0.16,0.1,0.02,0.03,0.01,2009.0
9973,Innocent Life: A Futuristic Harvest Moon,Simulation,E,PSP,Natsume,ArtePiazza,6.5,0.16,0.08,0.03,0.03,0.02,2007.0
10015,Custom Robo Arena,Fighting,E10,DS,Nintendo,Noise Inc.,7.4,0.16,0.01,0.02,0.12,0.0,2007.0
10029,Konami Krazy Racers,Racing,E,GBA,Konami,KCEK,7.7,0.16,0.09,0.03,0.04,0.0,2001.0
10045,Dragon Ball: Origins 2,Action,T,DS,Namco Bandai,Game Republic,6.9,0.16,0.05,0.02,0.08,0.01,2010.0
10058,Naruto Powerful Shippuden,Action-Adventure,E10,3DS,Namco Bandai Games,Namco Bandai Games,8.0,0.16,0.08,0.02,0.04,0.01,2013.0
10066,Castlevania: Lords of Shadow - Mirror of Fate,Action-Adventure,M,3DS,Konami Digital Entertainment,Mercury Steam,7.2,0.16,0.04,0.08,0.03,0.01,2013.0
10096,Arcana Heart,Fighting,T,PS2,Atlus,Examu Inc.,8.1,0.16,0.06,0.05,0.04,0.02,2008.0
10100,Xenoblade Chronicles 2: Torna ~ The Golden Country,Role-Playing,T,NS,Nintendo,Monolith Soft,7.5,0.16,0.08,0.05,0.02,0.01,2018.0
10113,Gravity Rush Remastered,Action-Adventure,T,PS4,Sony Computer Entertainment,Bluepoint Games,7.9,0.16,0.02,0.06,0.05,0.02,2016.0
10123,Fist of the North Star: Ken's Rage,Action,M,X360,Tecmo Koei,Tecmo Koei Games,5.4,0.16,0.07,0.02,0.06,0.01,2010.0
10229,Project Sylpheed: Arc of Deception,Shooter,T,X360,Microsoft,Game Arts / Seta Corporation,6.7,0.15,0.12,0.01,0.02,0.01,2007.0
10289,Space Invaders Extreme,Shooter,E,DS,Square Enix,Taito Corporation,8.3,0.15,0.12,0.01,0.01,0.01,2008.0
10293,FIFA 06: Road to FIFA World Cup,Sports,E,X360,EA Sports,EA Canada,6.1,0.15,0.11,0.02,0.01,0.01,2005.0
10412,Armored Core: For Answer,Simulation,T,X360,Ubisoft,From Software,6.5,0.15,0.06,0.01,0.07,0.01,2008.0
10416,Gear.Club Unlimited,Racing,E,NS,Microids,Eden Games,6.1,0.15,0.1,0.03,0.01,0.01,2017.0
10448,Metroid Prime: Federation Force,Action,T,3DS,Nintendo,Next Level Games,6.3,0.15,0.08,0.02,0.03,0.01,2016.0
10498,Cave Story 3D,Platform,E10,3DS,NIS America,Nicalis,8.2,0.15,0.09,0.03,0.01,0.01,2011.0
10522,Heroes of Mana,Strategy,E10,DS,Square Enix,Brownie Brown,6.4,0.14,0.07,0.01,0.05,0.01,2007.0
10602,Victorious Boxers: Revolution,Fighting,T,Wii,Xseed Games,Cavia Inc.,5.8,0.14,0.07,0.0,0.06,0.01,2007.0
10662,TRINITY: Souls of Zill O'll,Role-Playing,T,PS3,Tecmo Koei,Omega Force,5.5,0.14,0.06,0.03,0.03,0.01,2011.0
10707,X-Blades,Action,M,X360,SouthPeak Interactive,Gaijin Entertainment,6.0,0.14,0.1,0.02,0.02,0.01,2009.0
10715,Just Cause,Action,M,X360,Eidos Interactive,Avalanche Studios,7.3,0.14,0.1,0.03,0.01,0.01,2006.0
10747,Secret Agent Clank,Platform,E10,PSP,Sony Computer Entertainment,High Impact Games,7.0,0.14,0.04,0.04,0.04,0.02,2008.0
10759,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,Fighting,T,GC,Bandai,Aki Corporation,8.0,0.14,0.04,0.01,0.08,0.0,2003.0
10779,Rodea the Sky Soldier,Action-Adventure,E10,WiiU,NIS America,Kadokawa Games,7.0,0.14,0.1,0.02,0.01,0.01,2015.0
10804,Valhalla Knights: Eldar Saga,Role-Playing,T,Wii,Xseed Games,K2 / Kurogane,3.5,0.14,0.1,0.01,0.01,0.01,2009.0
10829,Metal Slug 7,Shooter,T,DS,Ignition Entertainment,SNK Playmore Corporation,6.9,0.14,0.12,0.0,0.01,0.01,2008.0
10843,Metal Gear Solid V: Ground Zeroes,Action-Adventure,M,X360,Konami Digital Entertainment,Kojima Productions,8.3,0.14,0.06,0.05,0.01,0.01,2014.0
10846,Naruto Shippuden: Kizuna Drive,Action,T,PSP,Namco Bandai,Bandai Namco Games,7.0,0.14,0.04,0.03,0.05,0.02,2011.0
10849,X-Blades,Action,M,PS3,SouthPeak Interactive,Gaijin Entertainment,5.9,0.14,0.07,0.03,0.02,0.01,2009.0
10978,BlazBlue: Continuum Shift II,Fighting,T,PSP,Aksys Games,Arc System Works,7.5,0.13,0.03,0.02,0.07,0.01,2011.0
11011,Rumble Roses XX,Fighting,M,X360,Konami,Yuke's Future Media Creators,6.5,0.13,0.07,0.01,0.04,0.01,2006.0
11090,Eat Lead: The Return of Matt Hazard,Shooter,T,PS3,D3 Publisher,Vicious Cycle,5.3,0.13,0.09,0.02,0.0,0.01,2009.0
11281,Eat Lead: The Return of Matt Hazard,Shooter,T,X360,D3 Publisher,Vicious Cycle,5.5,0.12,0.1,0.01,0.0,0.01,2009.0
11319,Echo Night,Adventure,T,PS,Agetec,From Software,6.3,0.12,0.03,0.02,0.07,0.01,1999.0
11356,Undead Knights,Action,M,PSP,Tecmo,Team Tachyon,6.6,0.12,0.05,0.01,0.06,0.01,2009.0
11470,Tenchu: Shadow Assassins,Action,M,PSP,Ubisoft,From Software,7.5,0.12,0.03,0.03,0.05,0.01,2009.0
11475,The Sky Crawlers: Innocent Aces,Simulation,T,Wii,Xseed Games,Project ACES,7.3,0.12,0.08,0.02,0.01,0.01,2010.0
11586,Lost in Shadow,Platform,E10,Wii,Hudson Soft,Hudson Soft,6.7,0.12,0.09,0.0,0.01,0.01,2011.0
11725,The King of Fighters XII,Fighting,T,X360,Ignition Entertainment,SNK Playmore Corporation,6.4,0.11,0.09,0.0,0.01,0.01,2009.0
11753,Mana Khemia: Student Alliance,Role-Playing,E10,PSP,Nippon Ichi Software,Gust,3.2,0.11,0.06,0.0,0.03,0.01,2009.0
11818,Calling,Adventure,T,Wii,Hudson Soft,Hudson Soft,4.8,0.11,0.06,0.04,0.0,0.01,2010.0
11881,BlazBlue: Calamity Trigger Portable,Fighting,T,PSP,Aksys Games,Arc System Works,7.9,0.11,0.07,0.01,0.03,0.01,2010.0
11886,Odama,Misc,E10,GC,Nintendo,VIVARIUM Inc.,6.5,0.11,0.07,0.02,0.02,0.0,2006.0
11980,Prinny: Can I Really Be the Hero?,Platform,T,PSP,NIS America,Nippon Ichi Software,7.2,0.11,0.04,0.01,0.05,0.01,2009.0
11993,BlazBlue: Continuum Shift II,Fighting,T,3DS,Aksys Games,Arc System Works,6.0,0.11,0.05,0.02,0.04,0.01,2011.0
12111,Carnage Heart,Strategy,E,PS,Sony Computer Entertainment,ArtDink,7.1,0.11,0.01,0.01,0.09,0.01,1997.0
12220,JU-ON: The Grudge,Adventure,M,Wii,Xseed Games,FeelPlus,4.0,0.1,0.07,0.01,0.01,0.01,2009.0
12330,Baten Kaitos Origins,Role-Playing,T,GC,Nintendo,tri-Crescendo / Monolith Soft,7.5,0.1,0.06,0.02,0.02,0.0,2006.0
12426,Bullet Witch,Shooter,M,X360,Atari,Cavia Inc.,6.6,0.1,0.07,0.01,0.02,0.01,2007.0
12499,Opoona,Role-Playing,E10,Wii,KOEI,ArtePiazza,6.4,0.1,0.08,0.0,0.01,0.01,2008.0
12555,Dead or Alive 5 Last Round,Fighting,M,XOne,Tecmo Koei,Team Ninja,7.5,0.1,0.05,0.03,0.01,0.01,2015.0
12557,Blue Dragon: Awakened Shadow,Role-Playing,E10,DS,D3 Publisher,Mistwalker Corporation / tri-Crescendo / Bird Studio,5.7,0.1,0.06,0.0,0.03,0.0,2010.0
12572,Shadow Tower,Role-Playing,T,PS,Agetec,From Software,5.7,0.1,0.01,0.01,0.07,0.01,1999.0
12619,Steel Battalion,Simulation,T,XB,Capcom,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",7.7,0.1,0.05,0.02,0.02,0.0,2002.0
12690,Arcania: Gothic 4,Role-Playing,T,X360,JoWood Productions,Spellbound Entertainment AG,6.2,0.09,0.04,0.04,0.01,0.01,2010.0
12733,Space Invaders Extreme,Shooter,E,PSP,Square Enix,"GULTI co.,ltd.",8.2,0.09,0.06,0.02,0.01,0.01,2008.0
12851,Last Rebellion,Role-Playing,T,PS3,NIS America,Hit Maker,4.8,0.09,0.06,0.01,0.01,0.01,2010.0
12911,Mystic Heroes,Action,T,GC,KOEI,Koei,6.8,0.09,0.03,0.01,0.04,0.0,2002.0
12996,Battle Fantasia,Fighting,T,X360,Aksys Games,Arc System Works,7.0,0.09,0.07,0.0,0.01,0.01,2008.0
13028,NBA 2K18,Sports,E10,PS3,2K Sports,Visual Concepts,7.0,0.09,0.06,0.01,0.01,0.01,2017.0
13057,Theme Hospital,Strategy,E,PS,Electronic Arts,Krisalis Software,7.2,0.09,0.03,0.02,0.03,0.01,1998.0
13076,Killer7,Action,M,PS2,Capcom,Grasshopper Manufacture,6.5,0.09,0.04,0.03,0.0,0.01,2005.0
13392,A-Train,Strategy,E,PS,Maxis,ArtDink,6.0,0.08,0.02,0.01,0.04,0.01,1996.0
13396,Earth Defense Force 2017,Shooter,T,X360,D3 Publisher,Sandlot,7.4,0.08,0.04,0.01,0.03,0.0,2007.0
13445,New International Track & Field,Sports,E10,DS,Konami,Sumo Digital,7.4,0.08,0.07,0.0,0.0,0.01,2008.0
13573,Elebits: The Adventures of Kai and Zero,Adventure,E,DS,Konami,Konami,7.5,0.08,0.07,0.0,0.0,0.01,2009.0
13590,Baroque,Role-Playing,T,Wii,Atlus,Sting,5.2,0.08,0.07,0.0,0.0,0.01,2008.0
13766,The Rub Rabbits!,Puzzle,T,DS,Sega,Sonic Team,7.3,0.07,0.03,0.0,0.04,0.0,2006.0
13907,Tank! Tank! Tank!,Misc,E10,WiiU,Namco Bandai Games,Namco Bandai Games,4.7,0.07,0.02,0.01,0.05,0.0,2012.0
13944,Sushi Striker: The Way of Sushido,Puzzle,E,NS,Nintendo,Indies Zero,7.9,0.07,0.02,0.01,0.03,0.0,2018.0
14053,Dragoneer's Aria,Role-Playing,E10,PSP,NIS America,Hit Maker,5.2,0.07,0.02,0.0,0.05,0.0,2007.0
14108,BlazBlue: Cross Tag Battle,Fighting,T,NS,Arc System Works,Arc System Works,8.0,0.07,0.04,0.01,0.01,0.01,2018.0
14171,RPG Maker: Fes,Role-Playing,E10,3DS,NIS America,Kadokawa Games,7.0,0.07,0.03,0.0,0.02,0.0,2017.0
14579,Vampire Rain: Altered Species,Action,M,PS3,Ignition Entertainment,Artoon,3.5,0.06,0.05,0.0,0.0,0.01,2008.0
14602,Disgaea 1 Complete,Role-Playing,T,NS,NIS America,Nippon Ichi Software,8.0,0.06,0.03,0.01,0.01,0.0,2018.0
14665,Warriors Orochi 2,Action,T,X360,KOEI,Omega Force,4.6,0.06,0.04,0.0,0.01,0.0,2008.0
14973,Virtua Striker 2002,Sports,E,GC,Sega,Amusement Vision,6.6,0.05,0.01,0.0,0.03,0.0,2002.0
15290,GrimGrimoire,Strategy,E10,PS2,NIS America,Vanillaware,7.7,0.05,0.01,0.01,0.03,0.0,2007.0
15835,Metal Gear Solid: Digital Graphic Novel,Misc,M,PSP,Konami,Kojima Productions,7.6,0.04,0.02,0.0,0.02,0.0,2006.0
17048,Gotcha Force,Shooter,E,GC,Capcom,Capcom,5.8,0.03,0.01,0.0,0.01,0.0,2003.0
